City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
277,Victor Harbor,-35.5667,138.6167,64.0,71,90,5.01,AU,2021-01-11 22:57:26
278,Hovd,48.0056,91.6419,16.23,71,17,6.04,MN,2021-01-11 22:54:50
279,Presidencia Roque Saenz Pena,-26.7852,-60.4388,96.03,34,23,6.76,AR,2021-01-11 22:57:26
280,Guapore,-28.8456,-51.8903,89.01,58,10,1.01,BR,2021-01-11 22:56:22
281,Caravelas,-17.7125,-39.2481,77.0,85,0,7.18,BR,2021-01-11 22:51:03
282,Ketchikan,55.3422,-131.6461,44.6,81,75,16.11,US,2021-01-11 22:50:55
283,Kathmandu,27.7167,85.3167,44.6,93,20,2.3,NP,2021-01-11 22:51:40
284,Salamiyah,35.0113,37.0532,56.77,42,97,5.84,SY,2021-01-11 22:57:27
285,Pampa,35.5362,-100.9599,44.6,56,1,9.22,US,2021-01-11 22:57:27
286,Casablanca,33.5928,-7.6192,51.01,100,20,4.61,MA,2021-01-11 22:53:47
287,Sao Desiderio,-12.3633,-44.9733,77.31,68,76,1.5,BR,2021-01-11 22:57:27
288,Salisbury,51.0693,-1.7957,48.0,93,75,16.11,GB,2021-01-11 22:57:27
289,Udachnyy,66.4167,112.4,-31.29,78,70,4.41,RU,2021-01-11 22:54:03
290,Georgetown,5.4112,100.3354,80.6,73,20,3.44,MY,2021-01-11 22:47:28
291,Alto Araguaia,-17.3147,-53.2153,75.43,76,100,2.84,BR,2021-01-11 22:57:27
292,Grenaa,56.4158,10.8783,42.8,100,75,5.75,DK,2021-01-11 22:57:27
293,Sobolevo,54.4299,31.8996,16.18,97,100,6.04,RU,2021-01-11 22:57:10
294,Guerrero Negro,27.9769,-114.0611,69.31,26,0,13.94,MX,2021-01-11 22:50:44
295,Dunedin,-45.8742,170.5036,62.4,64,0,5.44,NZ,2021-01-11 22:51:17
296,Yuli,9.6989,10.2744,74.57,20,0,6.58,NG,2021-01-11 22:57:28
297,Giddarbaha,30.2,74.6667,46.71,49,0,4.97,IN,2021-01-11 22:57:28
298,Sun City,33.5975,-112.2718,69.01,17,1,3.44,US,2021-01-11 22:57:28
299,Fort Nelson,58.8053,-122.7002,14.0,92,75,2.3,CA,2021-01-11 22:51:01
300,Maarianhamina,60.0973,19.9348,39.2,93,90,25.32,AX,2021-01-11 22:57:28
301,Olafsvik,64.8945,-23.7142,30.79,90,9,6.26,IS,2021-01-11 22:51:02
302,Half Moon Bay,37.4636,-122.4286,60.01,71,1,2.28,US,2021-01-11 22:53:37
303,Damascus,33.5102,36.2913,41.0,65,0,1.5,SY,2021-01-11 22:57:28
304,Acapulco,16.8634,-99.8901,84.2,65,75,5.75,MX,2021-01-11 22:50:26
305,Alice Springs,-23.7,133.8833,84.2,42,0,5.75,AU,2021-01-11 22:51:00
306,Bathsheba,13.2167,-59.5167,73.4,88,20,5.75,BB,2021-01-11 22:56:24
307,Qaqortoq,60.7167,-46.0333,42.8,33,75,23.02,GL,2021-01-11 22:50:48
308,Port-Gentil,-0.7193,8.7815,80.6,89,20,6.91,GA,2021-01-11 22:51:10
309,Kawhia,-38.0651,174.8183,78.01,54,32,1.99,NZ,2021-01-11 22:57:29
310,Doha,25.2867,51.5333,62.6,67,0,8.05,QA,2021-01-11 22:55:48
311,Praia,14.9215,-23.5087,69.8,73,75,19.57,CV,2021-01-11 22:57:29
312,Korla,41.7597,86.1469,12.27,85,0,7.34,CN,2021-01-11 22:50:43
313,Salalah,17.0151,54.0924,71.6,23,0,17.27,OM,2021-01-11 22:50:53
314,Rio Grande,-32.035,-52.0986,69.24,94,100,13.22,BR,2021-01-11 22:50:54
315,Yumen,40.2833,97.2,16.93,69,0,36.73,CN,2021-01-11 22:56:09
316,Namibe,-15.1961,12.1522,72.77,65,86,8.05,AO,2021-01-11 22:50:55
317,Puerto Del Rosario,28.5004,-13.8627,59.0,72,20,10.36,ES,2021-01-11 22:54:23
318,Buin,-33.7333,-70.75,82.4,21,0,8.05,CL,2021-01-11 22:51:07
319,Kruisfontein,-34.0033,24.7314,66.99,93,100,3.0,ZA,2021-01-11 22:50:49
320,Shumikha,55.2261,63.2961,-8.91,91,100,13.35,RU,2021-01-11 22:57:30
321,Eston,51.1501,-108.7514,30.2,80,75,10.36,CA,2021-01-11 22:57:30
322,El Fuerte,26.4189,-108.6194,75.63,19,0,11.18,MX,2021-01-11 22:57:30
323,Calderitas,18.55,-88.25,80.6,78,40,9.22,MX,2021-01-11 22:56:33
324,Khuzhir,53.1939,107.3397,4.57,85,63,14.45,RU,2021-01-11 22:54:31
325,Mujiayingzi,42.1167,118.7833,2.26,85,83,9.04,CN,2021-01-11 22:57:30
326,Chihuahua,28.5,-106.0,44.6,42,40,11.5,MX,2021-01-11 22:57:30
327,Sitka,57.0531,-135.33,39.2,87,90,13.8,US,2021-01-11 22:54:42
328,Shahrud,36.4182,54.9763,32.59,78,0,2.53,IR,2021-01-11 22:57:31
329,Namatanai,-3.6667,152.4333,84.2,69,100,6.22,PG,2021-01-11 22:50:37
330,Egvekinot,66.3167,-179.1667,-17.93,83,75,14.14,RU,2021-01-11 22:56:32
331,Kidal,18.4411,1.4078,69.98,21,0,8.08,ML,2021-01-11 22:51:14
332,Antsohihy,-14.8796,47.9875,75.58,90,97,1.88,MG,2021-01-11 22:57:31
333,Abohar,30.15,74.1833,47.88,46,0,4.07,IN,2021-01-11 22:57:31
334,Sartell,45.6216,-94.2069,35.6,64,75,6.91,US,2021-01-11 22:57:31
335,Krasnoturansk,54.3186,91.5639,1.4,71,40,11.18,RU,2021-01-11 22:50:33
336,Imperia,43.9667,7.7833,41.0,30,0,11.5,IT,2021-01-11 22:57:31
337,Guhagar,17.4842,73.1929,77.2,66,38,3.31,IN,2021-01-11 22:57:31
338,Bilma,18.6853,12.9164,65.79,25,0,4.27,NE,2021-01-11 22:50:28
339,Manzhouli,49.6,117.4333,-3.35,91,100,4.38,CN,2021-01-11 22:57:32
340,Kutum,14.2,24.6667,54.14,38,0,9.13,SD,2021-01-11 22:50:44
341,Havre,49.5833,0.3333,44.6,93,75,18.41,FR,2021-01-11 22:51:06
342,Biloela,-24.4167,150.5,78.26,52,0,13.67,AU,2021-01-11 22:56:22
343,Basoko,1.2391,23.616,75.83,65,56,2.82,CD,2021-01-11 22:57:32
344,Darnah,32.767,22.6367,68.43,49,0,22.53,LY,2021-01-11 22:51:03
345,Tefe,-3.3542,-64.7114,77.0,88,40,1.88,BR,2021-01-11 22:57:32
346,Tshikapa,-6.4167,20.8,69.76,90,87,0.76,CD,2021-01-11 22:57:32
347,Omboue,-1.5746,9.2618,78.33,87,100,6.69,GA,2021-01-11 22:57:32
348,Quthing,-30.4,27.7003,60.76,84,100,3.65,LS,2021-01-11 22:57:32
349,Bridlington,54.0831,-0.1919,45.0,87,100,4.0,GB,2021-01-11 22:52:22
350,Uyuni,-20.4597,-66.825,63.43,29,70,9.19,BO,2021-01-11 22:57:32
351,Bobrovka,54.047,61.7455,-6.59,91,100,12.62,RU,2021-01-11 22:57:33
352,Wakkanai,45.4094,141.6739,22.66,93,100,10.02,JP,2021-01-11 22:57:33
353,Ceska Skalice,50.3947,16.0428,26.01,91,73,6.62,CZ,2021-01-11 22:57:33
354,Muntilan,-7.5811,110.2928,77.0,94,40,2.3,ID,2021-01-11 22:57:33
355,Lamu,-2.2717,40.902,78.8,78,40,8.05,KE,2021-01-11 22:51:18
356,Makir,7.0308,124.3042,75.58,88,95,2.64,PH,2021-01-11 22:57:33
357,Glomfjord,66.8167,13.9667,24.8,58,0,31.07,NO,2021-01-11 22:57:33
358,Canutama,-6.5339,-64.3831,76.96,90,96,0.56,BR,2021-01-11 22:57:33
359,Clovis,36.8252,-119.7029,62.01,58,40,3.44,US,2021-01-11 22:57:33
360,Eureka,40.8021,-124.1637,57.99,79,65,1.01,US,2021-01-11 22:50:28
361,Marawi,7.9986,124.2928,75.0,95,49,3.0,PH,2021-01-11 22:51:20
362,Kudahuvadhoo,2.6708,72.8944,80.89,78,85,14.85,MV,2021-01-11 22:57:34
363,Buala,-8.145,159.5921,82.42,79,100,7.74,SB,2021-01-11 22:57:34
364,New Waterford,40.8451,-80.6145,32.0,63,98,5.01,US,2021-01-11 22:57:34
365,Ticvaniu Mare,45.1353,21.6381,32.0,93,90,2.3,RO,2021-01-11 22:57:34
366,Viedma,-40.8135,-62.9967,64.99,23,28,15.37,AR,2021-01-11 22:51:13
367,Mitchell,43.7094,-98.0298,41.0,60,1,10.36,US,2021-01-11 22:57:34
368,Ler,8.3018,30.1418,74.16,24,48,4.25,SS,2021-01-11 22:57:34
369,Saint-Francois,46.4154,3.9054,28.0,93,90,4.61,FR,2021-01-11 22:56:47
370,Okhotsk,59.3833,143.3,-10.03,89,100,7.23,RU,2021-01-11 22:57:34
371,West Wendover,40.7391,-114.0733,33.8,60,1,5.75,US,2021-01-11 22:54:47
372,Tombouctou,20.0,-3.0,63.0,29,0,12.37,ML,2021-01-11 22:57:35
373,Ivangorod,59.3716,28.2162,15.24,97,97,10.07,RU,2021-01-11 22:57:35
374,Qasigiannguit,68.8193,-51.1922,24.8,93,90,2.3,GL,2021-01-11 22:51:16
375,Ola,59.5833,151.2833,1.45,92,100,9.01,RU,2021-01-11 22:57:35
376,Grenfell,-33.9,148.1667,82.99,38,96,11.99,AU,2021-01-11 22:57:35
377,Beringovskiy,63.05,179.3167,-21.48,80,40,12.82,RU,2021-01-11 22:54:42
378,Sinnamary,5.3833,-52.95,77.86,85,38,12.73,GF,2021-01-11 22:54:07
379,Valparaiso,-33.0393,-71.6273,78.8,46,0,19.57,CL,2021-01-11 22:54:30
380,Bahraich,27.5833,81.6,47.43,65,0,6.33,IN,2021-01-11 22:57:36
381,The Valley,18.217,-63.0578,79.0,69,20,11.5,AI,2021-01-11 22:53:25
382,Vanavara,60.34,102.2797,-35.21,83,47,2.06,RU,2021-01-11 22:57:36
383,Atar,20.5169,-13.0499,59.76,42,100,9.98,MR,2021-01-11 22:46:15
384,Long Beach,33.767,-118.1892,77.0,13,1,5.5,US,2021-01-11 22:57:17
385,Ust-Nera,64.5667,143.2,-31.68,74,91,3.69,RU,2021-01-11 22:50:41
386,Olga,43.7444,135.2892,9.48,80,100,3.58,RU,2021-01-11 22:57:36
387,Naze,28.3667,129.4833,51.8,82,75,14.97,JP,2021-01-11 22:50:35
388,Yankton,42.8711,-97.3973,41.0,60,1,9.22,US,2021-01-11 22:56:28
389,Uruzgan,32.8333,66.0,33.19,58,0,6.13,AF,2021-01-11 22:57:36
390,Jijiga,9.35,42.8,57.04,47,69,11.23,ET,2021-01-11 22:57:36
391,Labuhan,-6.8844,112.2051,78.15,87,96,6.93,ID,2021-01-11 22:57:36
392,Am Timan,11.0297,20.2827,68.95,22,0,5.57,TD,2021-01-11 22:51:08
393,Massaguet,12.4755,15.4365,75.2,19,0,11.5,TD,2021-01-11 22:57:37
394,Gizo,-8.103,156.8419,83.5,71,95,4.54,SB,2021-01-11 22:56:13
395,Kilindoni,-7.9139,39.6668,80.96,80,30,18.81,TZ,2021-01-11 22:57:37
396,Puno,-15.8333,-70.0333,53.8,59,15,7.07,PE,2021-01-11 22:57:37
397,Hirara,24.8,125.2833,53.6,87,75,16.11,JP,2021-01-11 22:54:51
398,Howard Springs,-12.497,131.047,84.0,83,20,4.61,AU,2021-01-11 22:57:37
399,Codrington,-38.2667,141.9667,60.24,65,89,11.48,AU,2021-01-11 22:50:39
400,Grand Gaube,-20.0064,57.6608,79.0,87,98,8.01,MU,2021-01-11 22:56:50
401,Rocha,-34.4833,-54.3333,75.11,80,100,11.32,UY,2021-01-11 22:50:36
402,Dabat,12.9842,37.765,45.54,58,0,4.0,ET,2021-01-11 22:57:37
403,Jacareacanga,-6.2222,-57.7528,75.54,82,99,1.68,BR,2021-01-11 22:56:34
404,Verkhnevilyuysk,63.4453,120.3167,-43.65,81,92,1.88,RU,2021-01-11 22:56:25
405,Bilibino,68.0546,166.4372,-26.41,80,1,2.21,RU,2021-01-11 22:51:18
406,Te Anau,-45.4167,167.7167,66.76,51,5,2.55,NZ,2021-01-11 22:50:47
407,Luanda,-8.8368,13.2343,77.0,78,20,4.61,AO,2021-01-11 22:50:35
408,Port Hedland,-20.3167,118.5667,84.2,89,14,2.3,AU,2021-01-11 22:51:01
409,Ibiruba,-28.6275,-53.0897,80.89,69,9,7.34,BR,2021-01-11 22:57:38
410,Tautira,-17.7333,-149.15,84.2,65,75,9.22,PF,2021-01-11 22:51:19
411,Bogale,16.2833,95.4,70.36,72,7,1.07,MM,2021-01-11 22:57:38
412,Dingle,10.9995,122.6711,74.37,90,100,13.02,PH,2021-01-11 22:54:20
413,Itamaraca,-7.7478,-34.8256,78.8,69,75,6.91,BR,2021-01-11 22:57:38
414,West Fargo,46.875,-96.9004,28.4,86,1,5.75,US,2021-01-11 22:57:39
415,Peris,44.6847,26.0139,32.0,100,90,11.5,RO,2021-01-11 22:57:39
416,Coihaique,-45.5752,-72.0662,53.6,47,75,12.66,CL,2021-01-11 22:54:12
417,Cozumel,20.5083,-86.9458,75.2,88,90,5.75,MX,2021-01-11 22:57:39
418,Gari,59.4307,62.3497,-26.91,86,92,7.02,RU,2021-01-11 22:57:39
419,Botwood,49.1499,-55.3482,25.0,82,7,4.0,CA,2021-01-11 22:57:39
420,College,64.8569,-147.8028,21.2,86,75,2.95,US,2021-01-11 22:50:36
421,Vaitape,-16.5167,-151.75,81.3,76,100,21.18,PF,2021-01-11 22:57:39
422,Batsfjord,70.6345,29.7185,12.2,73,75,19.57,NO,2021-01-11 22:56:21
423,Tibacuy,4.3511,-72.4564,80.4,67,19,8.66,CO,2021-01-11 22:57:39
424,Panguma,8.1833,-11.1333,71.78,96,18,1.34,SL,2021-01-11 22:57:39
425,Coaticook,45.1334,-71.7991,28.4,80,100,3.78,CA,2021-01-11 22:57:39
426,Tilichiki,60.4667,166.1,-19.05,86,98,11.05,RU,2021-01-11 22:57:40
427,Rockland,41.1668,-74.0496,32.0,81,98,2.89,US,2021-01-11 22:57:40
428,Rudnogorsk,57.2639,103.7519,-17.86,89,100,3.4,RU,2021-01-11 22:57:40
429,Watsa,3.0372,29.5355,67.33,54,41,1.19,CD,2021-01-11 22:57:40
430,Jalu,29.0331,21.5482,64.08,43,70,10.54,LY,2021-01-11 22:50:44
431,Pangai,-19.8,-174.35,84.2,79,75,8.05,TO,2021-01-11 22:57:40
432,Nuevitas,21.5453,-77.2644,78.8,78,75,13.8,CU,2021-01-11 22:57:40
433,Monrovia,6.3005,-10.7969,78.98,86,57,9.66,LR,2021-01-11 22:54:06
434,Marsala,37.7966,12.4352,55.0,93,20,5.75,IT,2021-01-11 22:57:40
435,Bubaque,11.2833,-15.8333,81.45,66,60,13.49,GW,2021-01-11 22:56:41
436,Nuuk,64.1835,-51.7216,23.0,93,75,9.22,GL,2021-01-11 22:54:24
437,Savannah Bight,16.45,-85.85,82.99,78,40,10.25,HN,2021-01-11 22:57:41
438,Aasiaat,68.7098,-52.8699,17.17,96,100,5.7,GL,2021-01-11 22:57:41
439,Pasighat,28.0667,95.3333,60.93,69,87,1.88,IN,2021-01-11 22:54:24
440,Forbes,-33.3833,148.0167,82.99,38,100,11.99,AU,2021-01-11 22:57:41
441,Dwarka,22.2394,68.9678,68.52,42,11,13.65,IN,2021-01-11 22:57:41
442,Canton,23.1167,113.25,41.0,42,0,8.95,CN,2021-01-11 22:54:23
443,Manakara,-22.1333,48.0167,74.35,90,41,4.99,MG,2021-01-11 22:57:41
444,Raga,8.4596,25.678,64.69,27,0,4.32,SS,2021-01-11 22:57:41
445,Sao Filipe,14.8961,-24.4956,70.0,73,49,17.22,CV,2021-01-11 22:50:30
446,Langevag,62.4375,6.1892,28.0,86,75,4.61,NO,2021-01-11 22:57:41
447,Nerchinskiy Zavod,51.3088,119.61,-18.56,88,99,0.76,RU,2021-01-11 22:57:41
448,Albolote,37.2309,-3.6551,37.0,93,16,0.34,ES,2021-01-11 22:57:42
449,Sar-E Pul,35.8333,66.1667,34.03,57,0,6.85,AF,2021-01-11 22:57:42
450,Basingstoke,51.2625,-1.0871,46.99,81,75,19.57,GB,2021-01-11 22:56:44
451,Casper,42.8666,-106.3131,33.8,44,1,23.02,US,2021-01-11 22:54:58
452,Maxixe,-23.8597,35.3472,76.08,89,28,6.08,MZ,2021-01-11 22:57:11
453,Veraval,20.9,70.3667,71.26,37,0,13.51,IN,2021-01-11 22:55:41
454,Genhe,50.7833,121.5167,-13.63,87,99,1.66,CN,2021-01-11 22:57:03
455,Fernley,39.608,-119.2518,46.99,34,99,5.99,US,2021-01-11 22:57:42
456,Yorosso,12.3536,-4.7761,77.0,16,0,8.7,ML,2021-01-11 22:57:42
457,Carutapera,-1.195,-46.02,79.12,79,34,7.09,BR,2021-01-11 22:56:35
458,Ugoofaaru,5.6667,73.0,80.38,77,100,11.34,MV,2021-01-11 22:57:42
459,Ranong,9.9658,98.6348,74.43,81,65,9.15,TH,2021-01-11 22:57:43
460,Vila Velha,-20.3297,-40.2925,80.6,78,75,11.5,BR,2021-01-11 22:50:46
461,Santa Cruz De Tenerife,28.4682,-16.2546,57.0,81,75,9.22,ES,2021-01-11 22:56:44
462,Sarmanovo,55.2553,52.5891,-2.2,84,99,6.71,RU,2021-01-11 22:57:43
463,Bijie,27.3125,105.2942,28.42,82,89,5.37,CN,2021-01-11 22:54:42
464,Riyadh,24.6877,46.7219,51.8,58,0,6.91,SA,2021-01-11 22:47:07
465,Giyon,8.5333,37.9833,57.29,78,72,5.88,ET,2021-01-11 22:57:43
466,Tocopilla,-22.092,-70.1979,70.9,63,46,11.65,CL,2021-01-11 22:51:53
467,Touros,-5.1989,-35.4608,80.6,74,40,12.66,BR,2021-01-11 22:50:31
468,Oranjemund,-28.55,16.4333,63.1,92,13,6.62,NA,2021-01-11 22:56:47
469,Vire,48.9167,-0.8333,44.6,87,90,14.97,FR,2021-01-11 22:57:43
470,Ancud,-41.8697,-73.8203,60.01,51,0,13.8,CL,2021-01-11 22:50:31
471,Port Augusta,-32.5,137.7667,73.0,63,40,16.11,AU,2021-01-11 22:51:20
472,Tiarei,-17.5333,-149.3333,84.2,65,75,9.22,PF,2021-01-11 22:50:53
473,Umba,66.6871,34.3429,15.94,94,100,12.77,RU,2021-01-11 22:57:44
474,Harnosand,62.6323,17.9379,36.0,100,90,26.46,SE,2021-01-11 22:57:44
475,Jardim,-21.4803,-56.1381,83.35,54,0,1.3,BR,2021-01-11 22:57:44
476,Kieta,-6.2167,155.6333,77.47,88,100,2.82,PG,2021-01-11 22:56:14
477,Nelson Bay,-32.7167,152.15,79.0,68,0,6.91,AU,2021-01-11 22:51:01
478,Oktyabrskoye,43.0645,44.7417,32.0,100,100,8.95,RU,2021-01-11 22:51:23
479,Quang Ngai,15.1167,108.8,60.12,89,99,10.98,VN,2021-01-11 22:57:44
480,Lazaro Cardenas,17.9583,-102.2,80.37,59,0,6.44,MX,2021-01-11 22:54:32
481,Pernem,15.7167,73.8,75.65,64,41,3.22,IN,2021-01-11 22:57:44
482,Sabzevar,36.2126,57.6819,33.37,71,0,1.63,IR,2021-01-11 22:57:45
483,Palaikastron,35.2,26.25,64.99,85,52,18.16,GR,2021-01-11 22:57:45
484,Coahuayana,18.7333,-103.6833,80.6,36,20,4.29,MX,2021-01-11 22:50:24
485,Armidale,-30.5167,151.65,69.01,79,1,3.96,AU,2021-01-11 22:57:45
486,Okha,53.5739,142.9478,-15.88,86,97,3.18,RU,2021-01-11 22:56:51
487,Alexandria,31.2156,29.9553,60.8,88,0,5.75,EG,2021-01-11 22:54:02
488,Mishawaka,41.662,-86.1586,27.0,80,90,12.66,US,2021-01-11 22:57:45
489,Meulaboh,4.1363,96.1285,75.33,86,89,4.03,ID,2021-01-11 22:54:37
490,Sao Sebastiao,-23.76,-45.4097,77.59,88,81,6.93,BR,2021-01-11 22:57:45
491,Mandalgovi,45.7625,106.2708,11.05,86,88,19.8,MN,2021-01-11 22:51:04
492,Nakhon Sawan,15.7,100.0833,59.49,42,28,5.91,TH,2021-01-11 22:57:46
493,Sorland,67.667,12.6934,32.31,89,0,20.71,NO,2021-01-11 22:56:55
494,Sisophon,13.5859,102.9737,58.68,60,33,12.88,KH,2021-01-11 22:57:46
495,Saint-Joseph,-21.3667,55.6167,77.0,88,20,4.61,RE,2021-01-11 22:54:13
496,Havre-Saint-Pierre,50.2334,-63.5986,14.0,73,1,4.61,CA,2021-01-11 22:56:26
497,Iskateley,67.6803,53.1512,-10.57,85,48,5.77,RU,2021-01-11 22:54:14
498,Ciudad Bolivar,8.1222,-63.5497,81.03,60,26,9.91,VE,2021-01-11 22:57:46
499,Pakokku,21.3333,95.1,69.22,66,100,2.84,MM,2021-01-11 22:57:46
500,Harper,4.375,-7.7169,78.51,84,93,6.87,LR,2021-01-11 22:51:12
501,Boa Vista,2.8197,-60.6733,82.4,69,40,5.75,BR,2021-01-11 22:50:47
502,Simga,21.6333,81.7,64.08,59,65,6.38,IN,2021-01-11 22:57:47
503,Husavik,66.0449,-17.3389,10.4,92,0,3.44,IS,2021-01-11 22:50:41
504,Potosi,-19.5836,-65.7531,45.0,85,93,9.31,BO,2021-01-11 22:56:07
505,Mahibadhoo,3.7833,72.9667,81.12,77,86,12.91,MV,2021-01-11 22:57:47
506,Biltine,14.5333,20.9167,67.14,23,0,14.36,TD,2021-01-11 22:54:24
507,Northam,51.0333,-4.2167,48.99,95,100,18.99,GB,2021-01-11 22:51:03
508,Hachinohe,40.5,141.5,24.01,74,100,3.47,JP,2021-01-11 22:57:47
509,Kholodnyy,62.7167,147.95,-22.68,84,100,2.42,RU,2021-01-11 22:57:47
510,Cuauhtemoc,28.4167,-106.8667,43.0,47,58,5.01,MX,2021-01-11 22:56:44
511,Ongandjera,-17.8833,15.0667,70.3,48,100,9.33,NA,2021-01-11 22:57:48
512,Mahon,39.8885,4.2658,42.8,93,75,6.91,ES,2021-01-11 22:57:48
513,Kavaratti,10.5669,72.642,81.95,75,100,9.17,IN,2021-01-11 22:51:05
514,Saint-Pierre,-21.3393,55.4781,77.0,88,20,4.61,RE,2021-01-11 22:52:57
515,Kumluca,36.3703,30.2869,59.86,75,100,3.87,TR,2021-01-11 22:57:48
516,Lumeje,-11.55,20.7833,64.83,91,63,4.54,AO,2021-01-11 22:56:39
517,The Pas,53.8251,-101.2541,24.8,68,20,8.05,CA,2021-01-11 22:57:48
518,Cabedelo,-6.9811,-34.8339,78.8,83,20,6.91,BR,2021-01-11 22:57:48
519,Grindavik,63.8424,-22.4338,30.2,74,75,8.05,IS,2021-01-11 22:50:34
520,Znamenskoye,57.1281,73.8282,-22.27,85,42,7.02,RU,2021-01-11 22:57:48
521,Paslek,54.0616,19.6593,30.99,84,99,8.99,PL,2021-01-11 22:57:48
522,Zyuzelskiy,56.4856,60.1331,-4.0,77,40,11.18,RU,2021-01-11 22:57:49
523,Jinxiang,27.4327,120.6062,37.74,73,0,7.07,CN,2021-01-11 22:57:49
524,Mahenge,-8.6833,36.7167,64.09,100,100,1.12,TZ,2021-01-11 22:57:49
525,Gao,16.6362,1.637,73.51,18,0,9.1,ML,2021-01-11 22:57:49
526,Zulueta,42.7451,-1.5793,33.8,75,20,4.61,ES,2021-01-11 22:57:49
527,Lata,40.1629,-8.3327,41.0,80,0,3.44,PT,2021-01-11 22:57:19
528,Ishinomaki,38.4167,141.3,26.6,93,75,9.22,JP,2021-01-11 22:57:49
529,Koutiala,12.3917,-5.4642,75.65,17,0,10.04,ML,2021-01-11 22:57:49
530,Blackwater,-23.5833,148.8833,79.29,50,47,10.71,AU,2021-01-11 22:57:49
531,Shipunovo,52.1582,82.2173,12.36,96,100,7.61,RU,2021-01-11 22:57:49
532,Lapa,-25.7697,-49.7158,71.6,94,90,8.05,BR,2021-01-11 22:57:49
533,Sanchor,24.7553,71.7722,54.91,37,0,10.92,IN,2021-01-11 22:57:49
534,Muhororo,0.9381,30.7594,68.32,59,38,1.45,UG,2021-01-11 22:57:50
535,Canete,-37.8,-73.4,57.49,54,0,9.57,CL,2021-01-11 22:57:50
536,Novo Aripuana,-5.1206,-60.3797,76.06,94,83,1.68,BR,2021-01-11 22:57:50
537,Zabid,14.1951,43.3152,72.9,68,19,5.23,YE,2021-01-11 22:54:49
538,Newport,51.5877,-2.9984,48.99,95,100,7.0,GB,2021-01-11 22:57:50
539,Merrill,45.1805,-89.6835,30.2,86,1,7.05,US,2021-01-11 22:57:50
540,Entre Rios,-11.9419,-38.0844,73.83,87,24,4.88,BR,2021-01-11 22:57:50
541,Tessalit,20.1986,1.0114,62.91,28,0,11.14,ML,2021-01-11 22:57:50
542,Pindiga,9.9833,10.9333,71.73,22,0,11.97,NG,2021-01-11 22:57:51
543,Carauari,-4.8828,-66.8958,76.26,92,49,1.61,BR,2021-01-11 22:50:55
544,Tarauaca,-8.1614,-70.7656,78.24,87,66,2.57,BR,2021-01-11 22:57:51
545,Nara,34.6851,135.8049,35.01,100,75,3.44,JP,2021-01-11 22:54:31
546,Vestmannaeyjar,63.4427,-20.2734,37.45,77,6,13.65,IS,2021-01-11 22:50:35
547,Almaznyy,48.0448,40.045,30.2,100,75,6.71,RU,2021-01-11 22:51:09
548,Kon Tum,14.35,108.0,53.98,78,9,4.23,VN,2021-01-11 22:57:51
549,Dmitriyevka,54.75,55.3333,6.8,85,90,6.71,RU,2021-01-11 22:57:51
550,Amapa,1.0,-52.0,73.62,97,100,4.34,BR,2021-01-11 22:54:40
551,Shitanjing,39.2342,106.3439,21.0,62,0,21.92,CN,2021-01-11 22:57:52
552,Ladario,-19.0047,-57.6017,93.2,62,20,6.91,BR,2021-01-11 22:57:52
553,Williams Lake,52.1415,-122.1445,42.8,56,20,5.75,CA,2021-01-11 22:54:45
554,Innsbruck,47.2627,11.3945,19.99,73,75,4.61,AT,2021-01-11 22:57:52
555,Valdivia,-39.8142,-73.2459,64.4,48,18,9.22,CL,2021-01-11 22:56:04
